index,City,Date,Card Type,Exp Type,Gender,Amount,Country,Month,Day
14004,Arambagh,2015-04-08,Signature,Fuel,Male,126381, India,April,Wednesday
14005,Thana Bhawan,2014-02-09,Platinum,Entertainment,Female,56753, India,February,Sunday
14006,Kancheepuram,2015-04-04,Gold,Entertainment,Male,198593, India,April,Saturday
14007,Sojat,2015-04-25,Signature,Food,Male,289353, India,April,Saturday
14008,Karjat,2013-11-02,Signature,Fuel,Male,269258, India,November,Saturday
14009,Mohali,2013-11-22,Signature,Entertainment,Male,290438, India,November,Friday
14010,Sillod,2014-09-24,Platinum,Grocery,Female,52379, India,September,Wednesday
14011,Narayanpet,2013-10-31,Silver,Bills,Male,126371, India,October,Thursday
14012,Bhavnagar,2013-12-10,Silver,Entertainment,Female,121902, India,December,Tuesday
14013,Viluppuram,2015-04-29,Signature,Grocery,Female,242634, India,April,Wednesday
14014,Jamalpur,2015-03-25,Signature,Grocery,Female,25037, India,March,Wednesday
14015,Udaipurwati,2014-01-14,Silver,Entertainment,Male,31931, India,January,Tuesday
14016,Palanpur,2015-01-24,Platinum,Food,Female,228093, India,January,Saturday
14017,Muzaffarpur,2013-10-12,Silver,Grocery,Male,285635, India,October,Saturday
14018,Taranagar,2013-11-25,Signature,Bills,Male,148311, India,November,Monday
14019,Ambikapur,2015-04-08,Platinum,Fuel,Male,19010, India,April,Wednesday
14020,Mundi,2013-11-14,Silver,Entertainment,Female,132784, India,November,Thursday
14021,Padrauna,2013-11-14,Gold,Grocery,Female,222503, India,November,Thursday
14022,Vijayapura,2015-05-03,Silver,Fuel,Female,273570, India,May,Sunday
14023,Vrindavan,2014-04-27,Gold,Grocery,Female,61233, India,April,Sunday
14024,Byasanagar,2013-12-20,Signature,Fuel,Male,23691, India,December,Friday
14025,Mudhol,2015-03-13,Silver,Bills,Male,185835, India,March,Friday
14026,Sohna,2013-10-17,Silver,Entertainment,Female,28616, India,October,Thursday
14027,Pune,2014-03-19,Signature,Entertainment,Female,260760, India,March,Wednesday
14028,Lakheri,2014-05-04,Signature,Bills,Female,163010, India,May,Sunday
14029,Jehanabad,2013-12-26,Platinum,Food,Female,68604, India,December,Thursday
14030,Shegaon,2014-09-12,Gold,Entertainment,Female,238339, India,September,Friday
14031,Shikarpur Bulandshahr,2015-03-01,Signature,Bills,Male,125798, India,March,Sunday
14032,Dalli-Rajhara,2014-11-01,Silver,Bills,Male,287869, India,November,Saturday
14033,Mapusa,2014-10-16,Gold,Food,Female,98221, India,October,Thursday
14034,Uthamapalayam,2014-10-13,Signature,Food,Male,179045, India,October,Monday
14035,Nasirabad,2014-02-12,Gold,Entertainment,Female,11814, India,February,Wednesday
14036,Kapurthala,2013-12-15,Signature,Fuel,Male,121031, India,December,Sunday
14037,Anand,2014-05-01,Silver,Grocery,Female,63158, India,May,Thursday
14038,Arwal,2013-11-20,Platinum,Grocery,Female,166609, India,November,Wednesday
14039,Nanded-Waghala,2014-02-19,Platinum,Entertainment,Male,116549, India,February,Wednesday
14040,Nilambur,2014-03-11,Signature,Food,Female,254407, India,March,Tuesday
14041,Anjar,2014-11-07,Platinum,Food,Female,94366, India,November,Friday
14042,Hubli-Dharwad,2014-08-07,Platinum,Entertainment,Female,284450, India,August,Thursday
14043,Jind,2014-06-11,Gold,Grocery,Male,204922, India,June,Wednesday
14044,Koratla,2014-04-02,Silver,Fuel,Female,229270, India,April,Wednesday
14045,Chalakudy,2014-06-26,Silver,Entertainment,Male,227457, India,June,Thursday
14046,Lahar,2015-04-26,Silver,Bills,Female,210828, India,April,Sunday
14047,Ramanathapuram,2014-01-03,Gold,Grocery,Female,183583, India,January,Friday
14048,Brahmapur,2014-11-16,Gold,Fuel,Female,3184, India,November,Sunday
14049,Rahuri,2015-02-27,Platinum,Entertainment,Male,1388, India,February,Friday
14050,Hindupur,2014-02-18,Platinum,Entertainment,Female,158978, India,February,Tuesday
14051,Ponnani,2013-12-26,Platinum,Bills,Female,223130, India,December,Thursday
14052,Rajpipla,2014-09-26,Gold,Bills,Female,189449, India,September,Friday
14053,Pattukkottai,2015-01-15,Platinum,Entertainment,Male,34267, India,January,Thursday
14054,Tenali,2014-09-09,Signature,Bills,Male,224099, India,September,Tuesday
14055,Aizawl,2015-02-11,Gold,Grocery,Male,178869, India,February,Wednesday
14056,Raayachuru,2015-01-06,Gold,Bills,Male,147530, India,January,Tuesday
14057,Tura,2014-11-15,Signature,Bills,Female,8576, India,November,Saturday
14058,Srivilliputhur,2013-12-12,Signature,Entertainment,Male,226430, India,December,Thursday
14059,Siana,2014-08-21,Signature,Entertainment,Male,20953, India,August,Thursday
14060,Nepanagar,2014-08-30,Signature,Grocery,Male,273771, India,August,Saturday
14061,Nagaon,2014-01-10,Gold,Grocery,Female,49757, India,January,Friday
14062,Oddanchatram,2013-12-12,Signature,Entertainment,Female,20279, India,December,Thursday
14063,Zira,2014-04-25,Signature,Entertainment,Male,218424, India,April,Friday
14064,Dhuri,2015-01-19,Gold,Bills,Female,79795, India,January,Monday
14065,Kalyan-Dombivali,2015-01-05,Silver,Food,Male,58969, India,January,Monday
14066,Udaipurwati,2015-02-20,Gold,Food,Female,141946, India,February,Friday
14067,Mahuva,2014-09-09,Gold,Bills,Male,222622, India,September,Tuesday
14068,Punch,2014-02-01,Signature,Fuel,Female,191779, India,February,Saturday
14069,Rajampet,2014-09-30,Platinum,Fuel,Female,78870, India,September,Tuesday
14070,Mandvi,2015-05-04,Gold,Grocery,Female,200451, India,May,Monday
14071,Nahan,2014-01-29,Signature,Bills,Male,212438, India,January,Wednesday
14072,Shahdol,2015-03-21,Signature,Bills,Male,261005, India,March,Saturday
14073,Kochi,2015-01-12,Platinum,Bills,Male,256396, India,January,Monday
14074,Neemuch,2015-02-02,Gold,Food,Male,135465, India,February,Monday
14075,Shahabad,2014-12-11,Silver,Bills,Male,123745, India,December,Thursday
14076,Mancherial,2015-05-02,Signature,Grocery,Male,213094, India,May,Saturday
14077,Sirhind Fatehgarh Sahib,2014-08-20,Platinum,Entertainment,Male,275044, India,August,Wednesday
14078,Surat,2014-03-03,Signature,Bills,Male,271334, India,March,Monday
14079,Zaidpur,2015-01-21,Silver,Food,Female,7134, India,January,Wednesday
14080,Malout,2014-04-18,Gold,Entertainment,Female,131686, India,April,Friday
14081,Padrauna,2014-12-27,Platinum,Fuel,Female,95539, India,December,Saturday
14082,Pipar City,2013-11-06,Silver,Bills,Male,194592, India,November,Wednesday
14083,Khambhat,2015-05-12,Platinum,Grocery,Female,6355, India,May,Tuesday
14084,Rabkavi Banhatti,2015-02-11,Signature,Food,Female,264477, India,February,Wednesday
14085,Balaghat,2014-07-09,Platinum,Entertainment,Male,116077, India,July,Wednesday
14086,Raghunathganj,2015-02-01,Silver,Bills,Male,82134, India,February,Sunday
14087,Ramdurg,2015-01-25,Platinum,Bills,Female,10813, India,January,Sunday
14088,Imphal,2013-10-30,Signature,Entertainment,Male,225496, India,October,Wednesday
14089,Raigarh,2013-10-12,Silver,Grocery,Male,278954, India,October,Saturday
14090,Rajapalayam,2014-06-23,Signature,Entertainment,Male,22821, India,June,Monday
14091,Mattannur,2014-02-01,Gold,Food,Female,130200, India,February,Saturday
14092,Narwana,2013-11-15,Gold,Fuel,Male,53858, India,November,Friday
14093,Imphal,2014-10-16,Gold,Food,Male,39936, India,October,Thursday
14094,Akot,2014-04-23,Silver,Food,Male,152677, India,April,Wednesday
14095,Karjat,2013-10-31,Silver,Entertainment,Female,210457, India,October,Thursday
14096,Udaipur,2013-12-12,Signature,Bills,Male,271474, India,December,Thursday
14097,Murwara (Katni),2015-05-18,Gold,Food,Female,152062, India,May,Monday
14098,Cuttack,2014-08-01,Signature,Bills,Male,271983, India,August,Friday
14099,Warora,2013-11-14,Signature,Entertainment,Male,237933, India,November,Thursday
14100,Tiruchendur,2014-03-02,Platinum,Fuel,Male,105336, India,March,Sunday
14101,Kasaragod,2014-07-02,Silver,Food,Female,262101, India,July,Wednesday
14102,Vyara,2015-03-16,Platinum,Food,Female,65359, India,March,Monday
14103,Periyasemur,2015-01-08,Signature,Food,Male,281340, India,January,Thursday
14104,Nandivaram-Guduvancheri,2014-09-17,Gold,Fuel,Male,284610, India,September,Wednesday
14105,Madhubani,2014-10-07,Silver,Bills,Male,282859, India,October,Tuesday
14106,Yellandu,2015-01-26,Platinum,Entertainment,Male,60054, India,January,Monday
14107,Umbergaon,2014-07-02,Platinum,Bills,Male,104217, India,July,Wednesday
14108,Nimbahera,2013-11-25,Platinum,Entertainment,Male,256021, India,November,Monday
14109,Seoni,2014-02-07,Silver,Grocery,Female,11675, India,February,Friday
14110,Ambejogai,2014-11-15,Gold,Entertainment,Female,156433, India,November,Saturday
14111,Mokokchung,2013-11-01,Platinum,Bills,Male,162730, India,November,Friday
14112,Shahade,2015-04-24,Silver,Entertainment,Male,104627, India,April,Friday
14113,Pithoragarh,2015-03-31,Silver,Entertainment,Female,110546, India,March,Tuesday
14114,Punch,2014-06-08,Silver,Grocery,Male,50764, India,June,Sunday
14115,Maner,2013-10-11,Signature,Entertainment,Female,91099, India,October,Friday
14116,Firozabad,2014-09-27,Gold,Grocery,Female,156314, India,September,Saturday
14117,Kollam,2014-12-01,Silver,Entertainment,Male,220044, India,December,Monday
14118,Jalandhar,2014-01-07,Signature,Entertainment,Female,263202, India,January,Tuesday
14119,Barpeta,2014-08-13,Gold,Food,Male,133742, India,August,Wednesday
14120,Raurkela,2015-01-20,Silver,Food,Male,100861, India,January,Tuesday
14121,Limbdi,2015-05-21,Silver,Entertainment,Male,135822, India,May,Thursday
14122,Mokameh,2014-07-19,Platinum,Food,Female,127098, India,July,Saturday
14123,Taki,2013-11-23,Platinum,Bills,Male,57263, India,November,Saturday
14124,Kaithal,2015-01-12,Gold,Grocery,Male,138879, India,January,Monday
14125,Medinipur,2015-02-01,Signature,Bills,Male,288088, India,February,Sunday
14126,Lahar,2013-10-24,Signature,Food,Female,125489, India,October,Thursday
14127,Erode,2015-02-23,Silver,Food,Male,206207, India,February,Monday
14128,Mahemdabad,2015-04-09,Silver,Food,Female,256684, India,April,Thursday
14129,Sawai Madhopur,2015-03-17,Gold,Food,Female,167280, India,March,Tuesday
14130,Malpura,2014-03-30,Silver,Entertainment,Male,278860, India,March,Sunday
14131,Samastipur,2014-10-16,Platinum,Bills,Male,26295, India,October,Thursday
14132,Jagdalpur,2013-10-13,Gold,Grocery,Male,216770, India,October,Sunday
14133,Achalpur,2014-07-24,Signature,Grocery,Male,192579, India,July,Thursday
14134,Ahmednagar,2013-12-15,Silver,Grocery,Male,53901, India,December,Sunday
14135,Malpura,2014-06-28,Signature,Fuel,Female,64547, India,June,Saturday
14136,Raayachuru,2015-01-05,Signature,Food,Female,164999, India,January,Monday
14137,Shikohabad,2015-04-17,Gold,Bills,Male,277876, India,April,Friday
14138,Mungeli,2014-08-14,Platinum,Fuel,Male,102849, India,August,Thursday
14139,Udhampur,2014-04-28,Silver,Entertainment,Female,181339, India,April,Monday
14140,Byasanagar,2014-05-07,Silver,Entertainment,Female,168838, India,May,Wednesday
14141,Thiruvananthapuram,2014-11-20,Silver,Entertainment,Female,227784, India,November,Thursday
14142,Padra,2015-02-25,Signature,Grocery,Male,71337, India,February,Wednesday
14143,Losal,2015-05-15,Signature,Food,Male,287960, India,May,Friday
14144,Nasirabad,2014-10-27,Silver,Food,Male,111635, India,October,Monday
14145,Nagaon,2014-02-25,Signature,Food,Male,203420, India,February,Tuesday
14146,Singrauli,2014-08-13,Platinum,Grocery,Female,87517, India,August,Wednesday
14147,Naugawan Sadat,2014-04-14,Platinum,Fuel,Male,146378, India,April,Monday
14148,Shenkottai,2015-01-02,Gold,Entertainment,Female,104701, India,January,Friday
14149,Dimapur,2014-06-20,Signature,Bills,Female,1802, India,June,Friday
14150,Sindhagi,2015-05-02,Signature,Bills,Male,244749, India,May,Saturday
14151,Seoni,2014-11-02,Silver,Food,Female,122944, India,November,Sunday
14152,Palakkad,2013-11-03,Silver,Grocery,Female,167304, India,November,Sunday
14153,Peddapuram,2014-08-15,Silver,Grocery,Female,45476, India,August,Friday
14154,Rewa,2014-11-25,Platinum,Grocery,Male,139310, India,November,Tuesday
14155,Barnala,2014-06-22,Signature,Bills,Female,90718, India,June,Sunday
14156,Barpeta,2014-07-21,Gold,Bills,Male,64188, India,July,Monday
14157,Sironj,2013-11-11,Platinum,Entertainment,Male,297574, India,November,Monday
14158,Fatehabad,2014-04-18,Silver,Entertainment,Male,257574, India,April,Friday
14159,Pachora,2013-11-01,Signature,Fuel,Male,110996, India,November,Friday
14160,Vikramasingapuram,2013-10-24,Platinum,Food,Male,93207, India,October,Thursday
14161,Mangaluru,2014-02-13,Platinum,Food,Female,178429, India,February,Thursday
14162,Palwal,2014-09-13,Platinum,Entertainment,Male,55110, India,September,Saturday
14163,Nabarangapur,2014-01-14,Signature,Food,Male,68016, India,January,Tuesday
14164,Ballari,2014-06-14,Silver,Bills,Female,125105, India,June,Saturday
14165,Vedaranyam,2014-05-05,Gold,Grocery,Male,150725, India,May,Monday
14166,Periyasemur,2014-10-26,Silver,Grocery,Female,254488, India,October,Sunday
14167,Sagar,2014-09-20,Gold,Fuel,Male,222793, India,September,Saturday
14168,Taranagar,2014-09-22,Gold,Grocery,Male,156251, India,September,Monday
14169,Arambagh,2015-02-08,Platinum,Food,Male,224548, India,February,Sunday
14170,Sherkot,2014-03-01,Gold,Entertainment,Female,90756, India,March,Saturday
14171,Navi Mumbai,2015-03-26,Signature,Fuel,Male,183390, India,March,Thursday
14172,Manjlegaon,2013-12-14,Signature,Bills,Male,18779, India,December,Saturday
14173,Thakurdwara,2015-05-23,Silver,Bills,Female,256786, India,May,Saturday
14174,Jagraon,2015-01-31,Gold,Food,Male,209805, India,January,Saturday
14175,Shikaripur,2014-04-22,Platinum,Food,Male,140866, India,April,Tuesday
14176,Bodhan,2015-05-06,Signature,Bills,Male,5857, India,May,Wednesday
14177,Nasirabad,2014-08-02,Gold,Bills,Male,92113, India,August,Saturday
14178,Jind,2013-11-24,Platinum,Food,Female,228051, India,November,Sunday
14179,Nanded-Waghala,2014-02-22,Silver,Fuel,Female,11041, India,February,Saturday
14180,Bhadrak,2014-10-04,Silver,Fuel,Female,248095, India,October,Saturday
14181,Nathdwara,2014-08-04,Gold,Entertainment,Male,201652, India,August,Monday
14182,Ongole,2014-06-12,Signature,Food,Male,173724, India,June,Thursday
14183,Panna,2014-03-01,Platinum,Entertainment,Female,28292, India,March,Saturday
14184,Losal,2014-04-20,Gold,Entertainment,Male,48108, India,April,Sunday
14185,Sardarshahar,2013-12-02,Silver,Food,Male,139964, India,December,Monday
14186,Kendujhar,2014-06-21,Silver,Bills,Male,116123, India,June,Saturday
14187,Nehtaur,2014-02-01,Signature,Bills,Female,263482, India,February,Saturday
14188,Pratapgarh,2013-10-09,Gold,Entertainment,Female,83858, India,October,Wednesday
14189,Jagraon,2014-09-15,Silver,Bills,Female,127177, India,September,Monday
14190,Nasirabad,2014-05-04,Platinum,Food,Male,239726, India,May,Sunday
14191,Tohana,2013-12-01,Signature,Fuel,Male,284463, India,December,Sunday
14192,Jangaon,2014-12-16,Gold,Fuel,Female,209594, India,December,Tuesday
14193,Sitapur,2014-12-31,Platinum,Food,Female,189031, India,December,Wednesday
14194,Diphu,2014-02-22,Silver,Entertainment,Female,177363, India,February,Saturday
14195,Pavagada,2013-12-18,Signature,Food,Male,121351, India,December,Wednesday
14196,Umred,2014-02-26,Signature,Fuel,Male,295112, India,February,Wednesday
14197,Kadi,2014-02-08,Platinum,Food,Male,166231, India,February,Saturday
14198,Lakheri,2014-09-25,Platinum,Food,Female,135533, India,September,Thursday
14199,Hindupur,2014-12-12,Signature,Fuel,Male,200464, India,December,Friday
14200,Mandapeta,2015-05-12,Gold,Bills,Male,244877, India,May,Tuesday
14201,Sunabeda,2015-01-04,Gold,Bills,Male,244258, India,January,Sunday
14202,Sira,2014-08-22,Silver,Bills,Female,281227, India,August,Friday
14203,Arambagh,2015-05-05,Silver,Fuel,Female,200397, India,May,Tuesday
14204,Shenkottai,2013-12-28,Signature,Fuel,Female,176732, India,December,Saturday
14205,Chirmiri,2014-05-21,Silver,Fuel,Female,185029, India,May,Wednesday
14206,Palacole,2014-01-15,Platinum,Food,Female,198337, India,January,Wednesday
14207,Siddipet,2015-04-25,Signature,Grocery,Male,90531, India,April,Saturday
14208,Aligarh,2015-01-06,Silver,Entertainment,Female,141504, India,January,Tuesday
14209,Bellampalle,2014-07-24,Signature,Entertainment,Female,297800, India,July,Thursday
14210,Udhagamandalam,2015-03-25,Signature,Grocery,Male,18995, India,March,Wednesday
14211,Padra,2014-09-05,Signature,Bills,Female,86422, India,September,Friday
14212,Palacole,2015-04-18,Platinum,Grocery,Female,137611, India,April,Saturday
14213,Petlad,2013-11-01,Signature,Grocery,Male,118556, India,November,Friday
14214,Indore,2014-11-08,Gold,Bills,Female,60028, India,November,Saturday
14215,Kozhikode,2013-10-23,Platinum,Fuel,Male,220052, India,October,Wednesday
14216,Baripada Town,2014-10-26,Silver,Grocery,Male,3207, India,October,Sunday
14217,Pilkhuwa,2013-10-13,Gold,Grocery,Female,242968, India,October,Sunday
14218,Hapur,2013-12-01,Gold,Food,Female,114361, India,December,Sunday
14219,Mavoor,2014-09-02,Signature,Food,Female,85938, India,September,Tuesday
14220,Nawabganj,2014-02-13,Platinum,Fuel,Female,12342, India,February,Thursday
14221,Sadabad,2014-03-30,Silver,Food,Male,246074, India,March,Sunday
14222,Arrah,2014-05-12,Silver,Entertainment,Male,62392, India,May,Monday
14223,Faridabad,2014-11-10,Silver,Grocery,Male,17547, India,November,Monday
14224,Jammalamadugu,2014-06-14,Gold,Bills,Male,15300, India,June,Saturday
14225,Pulgaon,2014-05-02,Gold,Grocery,Female,191629, India,May,Friday
14226,Malavalli,2014-08-07,Platinum,Grocery,Female,155977, India,August,Thursday
14227,Bhadrak,2014-04-14,Silver,Bills,Female,112546, India,April,Monday
14228,Naidupet,2013-11-18,Platinum,Entertainment,Female,260224, India,November,Monday
14229,Pathri,2014-09-10,Signature,Grocery,Male,37992, India,September,Wednesday
14230,Jalandhar Cantt.,2013-12-07,Signature,Entertainment,Male,69700, India,December,Saturday
14231,Narayanpet,2014-07-23,Signature,Entertainment,Female,135046, India,July,Wednesday
14232,Dalli-Rajhara,2015-02-08,Silver,Grocery,Female,224973, India,February,Sunday
14233,Kharar,2015-02-22,Gold,Bills,Female,259942, India,February,Sunday
14234,Jamnagar,2015-03-14,Silver,Food,Male,176165, India,March,Saturday
14235,Mapusa,2015-03-01,Signature,Fuel,Male,184234, India,March,Sunday
14236,Yavatmal,2014-05-31,Gold,Entertainment,Male,127894, India,May,Saturday
14237,Itarsi,2014-07-29,Signature,Food,Female,223757, India,July,Tuesday
14238,Sirohi,2014-05-16,Signature,Fuel,Male,99637, India,May,Friday
14239,Ponnur,2014-12-07,Platinum,Fuel,Male,70479, India,December,Sunday
14240,Upleta,2014-04-29,Gold,Entertainment,Male,222874, India,April,Tuesday
14241,Afzalpur,2014-11-07,Signature,Food,Male,3542, India,November,Friday
14242,Narayanpet,2013-12-22,Signature,Entertainment,Female,128118, India,December,Sunday
14243,Amroha,2015-04-23,Platinum,Fuel,Male,282791, India,April,Thursday
14244,Bathinda,2014-11-25,Platinum,Entertainment,Female,230401, India,November,Tuesday
14245,Arwal,2015-05-14,Silver,Grocery,Female,29786, India,May,Thursday
